sex,has_photo,has_mobile,followers_count,graduation,education_form,relation,education_status,langs,life_main,people_main,occupation_type,career_start,career_end,result,age,num_langs
female,1,1.0,254.0,0.0,Full-time,0.0,Student (Specialist),Українська,False,False,university,False,False,1,35.0,1
male,0,1.0,119.0,2011.0,Full-time,0.0,Alumnus (Specialist),Українська,1,2,university,False,False,0,36.0,1
male,0,1.0,142.0,1999.0,Distance Learning,0.0,Student (Specialist),Українська,0,0,work,1999,False,0,37.0,1
male,1,1.0,19.0,2006.0,Full-time,4.0,Alumnus (Bachelor's),Українська;Српски,1,2,university,False,False,1,37.0,2
male,1,1.0,305.0,2015.0,Full-time,4.0,Student (Specialist),Українська,0,0,university,False,False,0,37.0,1
female,0,1.0,56.0,1981.0,Full-time,0.0,Alumnus (Specialist),False,False,False,university,False,False,1,37.0,1
male,0,1.0,76.0,2010.0,Full-time,4.0,Alumnus (Master's),Українська;Русский;English,1,6,work,2010,False,0,38.0,3
male,1,1.0,19.0,2012.0,Full-time,0.0,Alumnus (Specialist),False,False,False,university,2002,2011,1,37.0,1
male,1,1.0,82.0,2008.0,Full-time,4.0,Alumnus (Bachelor's),Українська,0,0,university,False,False,0,41.0,1
male,0,1.0,20.0,2008.0,Full-time,0.0,Alumnus (Specialist),Українська,1,6,university,False,False,0,40.0,1
female,0,1.0,44.0,2013.0,,0.0,Alumnus (Master's),Українська,False,False,university,False,False,1,37.0,1
female,0,1.0,265.0,2011.0,Full-time,4.0,Alumnus (Specialist),Українська,0,0,university,False,False,1,36.0,1
male,1,1.0,95.0,2003.0,Full-time,0.0,Alumnus (Specialist),Українська,6,6,university,False,False,0,46.0,1
male,1,1.0,214.0,2012.0,Distance Learning,7.0,Alumnus (Bachelor's),Українська,1,2,university,2010,2014,0,35.0,1
male,1,1.0,419.0,0.0,Full-time,0.0,Student (Specialist),Українська;Русский;English,0,0,university,False,False,1,37.0,3
male,0,1.0,255.0,2015.0,Full-time,0.0,Student (Specialist),Українська,0,0,university,False,False,0,32.0,1
male,0,1.0,136.0,2009.0,Full-time,0.0,Student (Master's),False,False,False,university,False,False,1,37.0,1
female,1,1.0,109.0,2007.0,Full-time,4.0,Alumnus (Specialist),Українська,False,False,university,False,False,1,40.0,1
female,1,1.0,215.0,2007.0,Full-time,0.0,PhD,False,0,2,work,2010,False,1,37.0,1
male,0,1.0,197.0,2017.0,Full-time,0.0,Student (Bachelor's),English;Українська;Français,4,5,work,False,False,0,37.0,3
male,0,1.0,43.0,0.0,Full-time,0.0,Alumnus (Specialist),English,False,False,work,2000,False,1,37.0,1
male,0,1.0,155.0,2012.0,Distance Learning,0.0,Student (Specialist),Українська,0,0,university,False,False,0,35.0,1
female,1,1.0,362.0,2012.0,Full-time,4.0,Alumnus (Specialist),Українська,6,2,university,False,False,1,35.0,1
female,1,1.0,1167.0,0.0,,4.0,Alumnus (Specialist),Українська,0,0,university,False,False,1,37.0,1
female,0,1.0,1369.0,0.0,Full-time,4.0,Student (Specialist),Українська;English,6,2,work,2013,2018,1,37.0,2
female,0,1.0,318.0,0.0,Full-time,4.0,Student (Specialist),Українська;Español,0,0,university,False,False,1,33.0,2
male,0,1.0,132.0,2013.0,Distance Learning,4.0,Student (Specialist),False,0,0,university,False,False,0,50.0,1
female,0,1.0,634.0,2008.0,Full-time,4.0,Alumnus (Specialist),Українська,6,2,work,2009,False,1,41.0,1
female,1,1.0,141.0,2008.0,Full-time,0.0,Alumnus (Specialist),False,False,False,university,False,False,1,37.0,1
male,0,1.0,142.0,2014.0,Distance Learning,1.0,Alumnus (Master's),Українська;Русский,0,0,university,False,False,0,37.0,2
female,0,1.0,581.0,2015.0,Full-time,0.0,Student (Bachelor's),Українська,False,False,university,False,False,1,37.0,1
female,1,1.0,180.0,2015.0,Full-time,0.0,Student (Specialist),Українська,1,2,university,False,False,1,34.0,1
male,0,1.0,221.0,2014.0,Distance Learning,6.0,Student (Specialist),False,False,False,university,False,False,0,52.0,1
male,1,1.0,59.0,2009.0,Full-time,4.0,Alumnus (Specialist),Українська,False,False,work,2008,False,0,40.0,1
female,1,1.0,48.0,0.0,Full-time,4.0,Alumnus (Bachelor's),False,False,False,university,1997,2013,1,37.0,1
male,0,1.0,79.0,2004.0,Full-time,1.0,Alumnus (Specialist),Українська,0,0,university,2002,2009,0,45.0,1
female,1,1.0,22.0,0.0,,4.0,Alumnus (Specialist),Українська,False,False,university,False,False,1,39.0,1
male,1,1.0,6.0,1993.0,Full-time,4.0,Alumnus (Specialist),False,False,False,university,False,False,0,56.0,1
male,0,1.0,65.0,2015.0,Full-time,1.0,Alumnus (Bachelor's),False,0,0,work,2015,False,0,37.0,1
female,0,1.0,371.0,2005.0,Distance Learning,4.0,Alumnus (Specialist),False,False,False,work,2017,False,1,50.0,1
female,0,1.0,1605.0,0.0,Full-time,2.0,Student (Bachelor's),Українська,6,6,work,2020,False,1,36.0,1
female,1,1.0,5105.0,2011.0,Distance Learning,0.0,Alumnus (Specialist),Українська;English;Italiano;Українська,6,2,work,False,False,0,36.0,4
female,0,1.0,315.0,2010.0,Full-time,0.0,Student (Specialist),Українська,0,0,university,False,False,1,37.0,1
female,0,1.0,82.0,2006.0,Full-time,0.0,Alumnus (Specialist),False,0,0,university,False,False,1,41.0,1
female,1,1.0,526.0,2012.0,Full-time,4.0,Alumnus (Specialist),Українська,0,0,university,False,False,1,35.0,1
male,0,1.0,99.0,2008.0,Full-time,0.0,Student (Master's),False,False,False,work,False,False,1,41.0,1
female,1,1.0,533.0,2012.0,Full-time,7.0,Student (Specialist),False,0,0,work,False,False,1,35.0,1
male,0,1.0,49.0,2004.0,Full-time,4.0,Alumnus (Specialist),False,False,False,work,2005,False,1,43.0,1
male,1,1.0,631.0,0.0,,0.0,Alumnus (Specialist),Українська;English,6,6,university,False,False,0,39.0,2
male,0,1.0,38.0,1999.0,Full-time,0.0,Student (Specialist),Українська,1,5,work,1999,False,0,37.0,1
male,1,1.0,52.0,2013.0,Full-time,4.0,Student (Specialist),Українська,False,False,university,False,False,0,34.0,1
female,1,1.0,484.0,1995.0,Full-time,0.0,Alumnus (Specialist),Українська,0,0,work,1995,False,1,37.0,1
female,1,1.0,4456.0,0.0,,1.0,Alumnus (Specialist),Українська,7,2,work,2010,False,1,39.0,1
male,0,1.0,248.0,2011.0,,0.0,Alumnus (Specialist),Українська,0,0,university,False,False,1,37.0,1
female,0,1.0,199.0,2014.0,Full-time,4.0,Alumnus (Master's),Українська,0,0,university,False,False,1,37.0,1
female,0,1.0,485.0,2016.0,,0.0,Alumnus (Bachelor's),False,False,False,university,False,False,1,37.0,1
male,0,1.0,49.0,1992.0,Full-time,0.0,Alumnus (Master's),Українська,0,0,work,1993,False,1,55.0,1
female,0,1.0,462.0,0.0,Full-time,7.0,Alumnus (Master's),Українська;English,False,False,work,False,False,0,37.0,2
male,1,1.0,86.0,2014.0,Full-time,0.0,Alumnus (Specialist),Українська,6,2,university,2014,False,1,37.0,1
male,0,1.0,264.0,0.0,Distance Learning,4.0,Student (Specialist),Українська;Қазақша,6,6,work,2015,False,0,37.0,2
male,1,1.0,296.0,2003.0,Full-time,0.0,Alumnus (Specialist),Українська,2,0,university,False,False,1,44.0,1
female,0,1.0,776.0,2002.0,Full-time,0.0,Alumnus (Specialist),Українська,0,0,work,2014,2015,1,45.0,1
male,0,1.0,549.0,2014.0,Distance Learning,7.0,Alumnus (Specialist),Українська,6,2,university,2014,2016,1,35.0,1
female,1,1.0,75.0,2009.0,Full-time,4.0,Alumnus (Specialist),False,False,False,university,False,False,1,37.0,1
male,1,1.0,48.0,0.0,Full-time,0.0,Student (Specialist),Українська;English,0,0,work,2010,False,1,37.0,2
male,1,1.0,299.0,2012.0,Full-time,4.0,Alumnus (Specialist),Українська,6,2,work,False,False,1,37.0,1
male,1,1.0,92.0,2011.0,Full-time,4.0,Alumnus (Specialist),Українська,0,0,university,False,False,0,37.0,1
female,0,1.0,3001.0,2011.0,Full-time,4.0,Alumnus (Specialist),Українська,0,0,university,2011,2016,1,37.0,1
male,1,1.0,88.0,2007.0,Full-time,1.0,PhD,False,False,False,,False,False,0,37.0,1
female,0,1.0,133.0,0.0,Full-time,2.0,Student (Bachelor's),Українська;Deutsch;English,6,6,university,False,False,1,37.0,3
female,0,1.0,168.0,2018.0,Full-time,7.0,Alumnus (Specialist),Українська,1,2,university,False,False,1,37.0,1
male,0,1.0,141.0,0.0,Distance Learning,4.0,PhD,Українська,0,0,university,False,False,1,33.0,1
male,0,1.0,121.0,0.0,Full-time,0.0,Undergraduate applicant,Українська,0,0,,False,False,1,35.0,1
male,0,1.0,215.0,0.0,Distance Learning,0.0,Alumnus (Specialist),False,False,False,university,False,False,0,38.0,1
male,1,1.0,51.0,0.0,Full-time,4.0,Alumnus (Specialist),False,1,2,university,False,False,0,36.0,1
male,1,1.0,30.0,2013.0,,4.0,Alumnus (Specialist),Українська,0,0,university,False,False,0,34.0,1
male,0,1.0,513.0,2008.0,Full-time,4.0,Student (Master's),Українська,False,False,work,2007,False,1,40.0,1
male,1,1.0,81.0,2008.0,Full-time,4.0,Student (Specialist),Українська,False,False,work,2013,False,0,40.0,1
male,0,1.0,782.0,2011.0,Full-time,1.0,Alumnus (Specialist),False,6,1,university,2009,2012,1,37.0,1
female,0,1.0,133.0,2009.0,Full-time,4.0,Alumnus (Bachelor's),Українська,0,0,work,2006,False,1,37.0,1
female,0,1.0,188.0,2018.0,Full-time,0.0,Student (Specialist),Українська,6,2,university,False,False,1,37.0,1
male,1,1.0,88.0,2012.0,Distance Learning,0.0,Alumnus (Specialist),Українська;English,0,2,work,2007,False,0,37.0,2
female,1,1.0,797.0,2007.0,Full-time,3.0,Alumnus (Specialist),Українська;Русский;Deutsch,1,2,work,2005,False,1,40.0,3
male,0,1.0,135.0,2004.0,Part-time,0.0,Alumnus (Master's),Українська;English;Русский;Polski,6,6,university,False,False,0,37.0,4
female,0,1.0,150.0,1992.0,Full-time,4.0,Alumnus (Specialist),Українська,3,6,university,2006,2017,1,55.0,1
female,0,1.0,161.0,2008.0,Full-time,0.0,Alumnus (Specialist),False,False,False,university,False,False,1,37.0,1
female,1,1.0,430.0,2013.0,Full-time,0.0,Student (Specialist),Українська,0,0,work,2002,False,1,37.0,1
male,1,1.0,272.0,2015.0,Distance Learning,6.0,Student (Specialist),Українська,False,False,university,False,False,1,35.0,1
male,0,1.0,269.0,2008.0,Distance Learning,4.0,Alumnus (Specialist),Українська,2,6,work,2018,False,0,37.0,1
female,0,1.0,1347.0,2006.0,Full-time,0.0,Alumnus (Specialist),Українська,False,False,university,False,False,1,41.0,1
male,0,1.0,64.0,2009.0,Full-time,4.0,Alumnus (Specialist),Українська,0,0,university,False,False,0,37.0,1
male,1,1.0,12.0,1994.0,Full-time,4.0,Alumnus (Specialist),Українська,False,False,university,False,False,0,37.0,1
female,0,1.0,555.0,2005.0,Full-time,0.0,Alumnus (Specialist),False,0,0,work,2005,False,1,37.0,1
male,1,1.0,81.0,2012.0,Full-time,4.0,Alumnus (Specialist),Українська,False,False,,False,False,0,34.0,1
male,1,1.0,1.0,2008.0,Full-time,0.0,Alumnus (Specialist),Українська,0,0,,False,False,0,37.0,1
female,0,1.0,235.0,0.0,Distance Learning,0.0,Undergraduate applicant,Українська,0,6,work,2001,False,1,37.0,1
female,0,1.0,291.0,0.0,Full-time,5.0,Undergraduate applicant,Українська,0,0,university,False,False,1,37.0,1
male,1,1.0,497.0,2006.0,Full-time,4.0,Alumnus (Specialist),Українська,6,1,work,2007,False,0,41.0,1
male,0,1.0,621.0,2017.0,Full-time,1.0,Alumnus (Bachelor's),English,6,5,university,False,False,1,30.0,1
female,0,1.0,630.0,2015.0,Full-time,4.0,Student (Specialist),Українська,6,2,university,2015,2018,0,33.0,1
female,1,1.0,594.0,2012.0,Part-time,4.0,Alumnus (Specialist),Українська;English;Deutsch,4,2,university,False,False,1,37.0,3
female,0,1.0,178.0,2012.0,Full-time,0.0,Student (Specialist),Українська;English;Español,0,2,university,False,False,1,36.0,3
male,1,1.0,91.0,2013.0,Distance Learning,0.0,Student (Specialist),Українська,1,2,university,False,False,0,37.0,1
male,0,1.0,586.0,2013.0,Full-time,0.0,Alumnus (Master's),Українська;English;Русский,6,1,university,False,False,0,34.0,3
female,1,1.0,505.0,2016.0,Full-time,0.0,Alumnus (Specialist),False,False,False,university,False,False,1,37.0,1
male,1,1.0,105.0,2011.0,Full-time,1.0,Alumnus (Specialist),Українська,False,False,university,False,False,1,37.0,1
male,1,1.0,202.0,2014.0,Full-time,1.0,Undergraduate applicant,Українська,0,0,university,2008,2009,0,33.0,1
female,1,1.0,367.0,2019.0,Full-time,2.0,Alumnus (Specialist),Українська,1,6,university,False,False,1,37.0,1
female,1,1.0,239.0,2006.0,Full-time,0.0,Alumnus (Master's),Українська,0,0,university,False,False,1,37.0,1
male,1,1.0,63.0,2019.0,Full-time,0.0,Student (Specialist),Українська,False,False,university,False,False,1,38.0,1
female,0,1.0,467.0,2019.0,Full-time,0.0,Student (Specialist),Українська;English,6,2,university,False,False,1,29.0,2
female,1,1.0,1002.0,2014.0,Full-time,0.0,Student (Specialist),Українська;English;Deutsch,6,2,university,False,False,0,33.0,3
female,1,1.0,1191.0,0.0,Distance Learning,0.0,Student (Specialist),False,0,0,university,False,False,1,37.0,1
female,1,1.0,417.0,0.0,Full-time,0.0,Student (Specialist),False,False,False,university,False,False,1,37.0,1
male,1,1.0,68.0,2010.0,Full-time,0.0,Alumnus (Bachelor's),Українська;Қазақша,0,2,university,False,False,1,37.0,2
female,1,1.0,326.0,0.0,Full-time,1.0,Alumnus (Bachelor's),Українська;English;Deutsch,6,6,university,False,False,1,37.0,3
male,1,1.0,228.0,2012.0,Full-time,5.0,Student (Specialist),Українська;English;Русский,1,6,work,2007,False,0,37.0,3
male,0,1.0,127.0,2009.0,Full-time,0.0,PhD,Українська,0,0,university,False,False,0,37.0,1
male,0,1.0,133.0,2010.0,Full-time,0.0,Student (Master's),False,0,0,work,False,False,1,38.0,1
female,0,1.0,446.0,2004.0,Full-time,0.0,Alumnus (Specialist),Українська,False,False,university,False,False,1,44.0,1
female,1,0.0,236.0,2011.0,Full-time,7.0,Student (Specialist),Українська;English;Svenska,0,0,university,2017,False,1,39.0,3
male,1,1.0,247.0,2019.0,Full-time,0.0,Student (Specialist),Українська,0,0,work,2018,False,1,33.0,1
male,0,1.0,200.0,2013.0,Full-time,0.0,Student (Bachelor's),Українська,False,False,university,False,False,0,37.0,1
male,1,1.0,121.0,0.0,,0.0,Alumnus (Bachelor's),Українська;Русский;English,7,5,university,2014,2020,1,37.0,3
female,0,1.0,385.0,2010.0,Distance Learning,4.0,Student (Specialist),Українська,False,False,work,2009,False,1,38.0,1
male,1,1.0,345.0,2004.0,Distance Learning,4.0,Alumnus (Specialist),Українська,0,0,work,2007,False,0,43.0,1
male,0,1.0,558.0,2016.0,Full-time,0.0,Student (Bachelor's),Українська,6,5,work,2017,False,0,37.0,1
male,1,1.0,34.0,2011.0,Distance Learning,0.0,Student (Specialist),МагӀарул мацӀ;Шӧльӄумыт әты;Batak Toba,6,1,university,False,False,0,37.0,3
female,0,1.0,248.0,2015.0,Full-time,0.0,Student (Specialist),False,False,False,university,False,False,1,33.0,1
male,1,1.0,287.0,2014.0,Distance Learning,2.0,Undergraduate applicant,Українська,0,0,university,False,False,1,34.0,1
female,0,1.0,49.0,1986.0,Full-time,0.0,Alumnus (Specialist),False,6,6,work,2006,False,1,37.0,1
male,0,1.0,148.0,2014.0,Full-time,6.0,Undergraduate applicant,Українська,3,5,university,False,False,0,34.0,1
male,1,1.0,129.0,2009.0,Full-time,4.0,Student (Specialist),Українська,6,2,work,2009,False,1,37.0,1
male,1,1.0,124.0,2013.0,,4.0,Alumnus (Specialist),Українська,6,1,university,False,False,0,34.0,1
male,0,1.0,59.0,0.0,Full-time,0.0,Student (Bachelor's),False,False,False,university,False,False,0,37.0,1
female,0,1.0,367.0,2004.0,Full-time,1.0,Alumnus (Specialist),Українська,5,5,university,False,False,1,43.0,1
female,1,1.0,375.0,2012.0,Distance Learning,4.0,Student (Bachelor's),Українська,0,0,university,False,False,1,37.0,1
female,0,1.0,212.0,2015.0,Full-time,0.0,Alumnus (Bachelor's),False,6,0,university,False,False,1,37.0,1
male,1,1.0,123.0,2005.0,Full-time,0.0,Alumnus (Master's),Українська;Дарган мез;МагӀарул мацӀ;Къумукъ тил;Azərbaycan dili;Türkçe,0,0,university,False,False,0,37.0,6
male,1,1.0,4.0,2008.0,Full-time,0.0,Student (Bachelor's),False,False,False,university,False,False,0,37.0,1
male,1,1.0,642.0,2007.0,Distance Learning,0.0,Alumnus (Specialist),False,0,0,university,False,False,0,42.0,1
female,1,1.0,459.0,2009.0,Distance Learning,4.0,Alumnus (Bachelor's),Українська,0,0,university,False,False,1,38.0,1
male,1,1.0,197.0,2011.0,Full-time,0.0,Student (Specialist),False,0,0,university,False,False,0,37.0,1
female,0,1.0,288.0,2010.0,Full-time,0.0,Alumnus (Master's),False,False,False,university,False,False,1,37.0,1
female,1,1.0,176.0,2008.0,Distance Learning,0.0,Alumnus (Bachelor's),Українська,0,0,work,False,2009,1,37.0,1
male,0,1.0,155.0,2008.0,Full-time,1.0,PhD,False,0,0,university,False,False,1,27.0,1
male,1,1.0,366.0,2014.0,Full-time,8.0,PhD,Українська,0,2,university,2005,2009,0,34.0,1
male,0,1.0,42.0,2008.0,Full-time,4.0,Alumnus (Specialist),False,False,5,work,False,False,0,37.0,1
female,0,1.0,2044.0,0.0,,0.0,Alumnus (Specialist),Абаза Бызшва,0,0,university,False,False,1,34.0,1
female,0,1.0,483.0,2006.0,Part-time,4.0,Alumnus (Specialist),Українська,False,False,university,False,False,1,50.0,1
male,0,1.0,204.0,2006.0,Full-time,6.0,Alumnus (Specialist),Українська;English,0,2,work,2006,False,0,41.0,2
male,0,1.0,119.0,0.0,Full-time,1.0,Alumnus (Specialist),Українська,1,2,university,False,False,0,34.0,1
female,0,1.0,289.0,2005.0,Distance Learning,0.0,Alumnus (Specialist),Українська,0,0,university,2007,2004,1,42.0,1
male,1,1.0,505.0,2000.0,Part-time,6.0,Undergraduate applicant,Українська,False,False,work,2009,False,1,37.0,1
